DISPANCESLR, INCLINOMETERYMAX, INCLINOMETERYZC, GROUNDSPEED, DEPTH, INCLINOMETERXZC, MEPOWER, METORQUE, INCLINOMETERXMAX, TRANSVERSEGROUNDSPEED, WINDANGLE, WINDSPEED, MEFOFLOW, DEPTHOFFSET, INCLINOMETERYMIN, COMMANDEDRUDDERANGLE, VESSELHEAD, LATITUDE, MERPM, RUDDERANGLE, SPEEDKNOTS, LONGTITUDE, INCLINOMETERXMIN, GEFOTOTALVOLUME, GEFOFLOW, WATERSPEED, TRACKDEGREES, MEFOTOTALVOLUME, TOTALACCUMULATEDDISTANCE, TIMESTAMP
0,78142.45,0.02,-0.31,15.54,39.46,5.98,-0.93,0,-0.01,-19.48,3.48,0,4096.41,353.89,-0.39,0,0.4,0,-0.7,0.08,2868.25,0.2,215179.2,-0.99,151,0.11,153417,77634.83,2/11/2013 21:47
0,78142.46,0.02,-0.32,15.73,41.57,-0.93,6.02,0,0,-60.01,4.43,0,4096.41,353.9,-0.39,0,0.4,-0.7,0,0.07,2868.24,0,215180,-0.99,151,0.1,153417,77634.84,2/11/2013 21:52
0,78142.47,0.01,-0.32,15.31,42.58,-0.93,6.01,0,-0.01,-17.03,4.98,0,4096.41,353.9,-0.4,0,0.4,-0.7,0,0.08,2868.25,0,215180,-0.98,0.08,151,153417,77634.85,2/11/2013 21:57
0,78142.47,0,-0.26,16.16,40.56,-0.92,6.01,0,0,-13.51,5.11,0,4096.41,353.9,-0.37,0,0.4,-0.7,0,0.07,2868.24,0,215180,-0.98,0.13,151,153417,77634.85,2/11/2013 22:02
0,78142.49,0.01,-0.33,15.89,41.66,5.9,-0.91,0,-0.01,-8.21,5.89,0,4096.42,353.9,-0.48,0,0.4,-0.7,0,0.08,2868.25,0,215180,-0.96,0.12,151,153417,77634.86,2/11/2013 22:07
0,78142.49,0,-0.67,15.93,41.2,5.95,-0.91,0,-0.01,-18.05,5.35,0,4096.41,353.9,-0.77,0,0.4,-0.7,0,0.08,2868.25,0,215180,-0.97,0.1,151,77634.87,153417,2/11/2013 22:12
-0.61,0,78142.51,0.03,15.24,43.04,5.83,-0.9,0,-0.02,-16.37,5.16,0,4096.41,353.9,-0.72,0,0.4,-0.7,0,0.08,2868.24,0,215180,-0.95,0.17,151,77634.89,153417,2/11/2013 22:17
-0.49,0,78142.52,-0.01,16.1,47.01,5.85,-0.89,0,0,-0.01,-59.87,4.39,4096.41,353.9,-0.6,0,0.4,-0.7,0,0.07,2868.23,0,215180,-0.94,0.16,151,77634.9,153417,2/11/2013 22:22
-0.01,0,78142.53,-0.5,15.87,0,50.68,5.85,-0.89,-0.01,-10.65,5.43,0,4096.41,353.81,0.4,0,-0.56,-0.7,0,0.08,2868.23,215180,-0.94,0,0.14,151,153417,77634.91,2/11/2013 22:27
0.03,0,78142.54,-0.25,0,44.24,15.95,5.85,-0.87,-0.01,-65.23,4.67,0,4096.4,353.8,0.4,0,-0.41,0.07,-0.7,0,2868.23,215180,-0.92,0,0.11,151,153417,77634.92,2/11/2013 22:32
-0.01,0,78142.55,-0.03,0,41.66,15.49,5.87,-0.85,-10.57,0,4.8,0,4096.41,353.8,0.4,0,-0.16,0.07,-0.7,0,2868.23,215180.4,-0.9,0.2,0.11,151,153417,77634.93,2/11/2013 22:37
0,0,78142.56,-0.08,0,40.28,15.76,5.84,-0.84,-74.5,0,5.1,0,4096.41,353.87,0.4,0,-0.25,0.07,-0.7,0,2868.23,215181,-0.89,0,0.07,151,153417,77634.94,2/11/2013 22:42
0.01,0,78142.57,-0.57,0,41.3,16.12,5.78,-0.84,-17.17,0,5.36,0,4096.41,353.9,0.4,0,-0.73,0.07,-0.7,0,2868.24,215181,-0.89,0,0.13,151,153417,77634.95,2/11/2013 22:47
0.02,0,78142.58,-0.77,15.93,0,39.92,5.82,-0.83,-62.96,-0.02,4.76,0,4096.41,353.9,0,-0.9,0.4,0.07,-0.7,0,2868.23,215181,-0.89,0,0.16,151,153417,77634.96,2/11/2013 22:52
0,78142.59,-0.01,-0.71,16.06,0,43.23,5.54,-0.82,-66.3,0,4.65,0,4096.41,353.9,0,-0.85,0.4,0.07,-0.7,0,2868.23,215181,-0.88,0,0.14,151,153417,77634.97,2/11/2013 22:57
0,78142.6,0.01,-0.66,15.57,0,39.46,5.27,-0.82,0,-2.94,3.9,0,4096.41,353.9,0,-0.8,0.4,0,0.07,-0.7,2868.23,215181,-0.87,0,0.16,151,153417,77634.98,2/11/2013 23:02
0,78142.62,0.17,-0.6,42.31,15.87,3.41,-0.81,0,-0.02,-71.63,3.6,0,4096.41,353.9,0,-0.76,0.4,0,0.07,-0.7,2868.24,215181,-0.86,0,0.32,151,153417,77635,2/11/2013 23:07
0,78142.65,0.04,-0.72,45.16,16.01,5.38,-0.81,0,-0.01,-13.77,3.64,2,4096.41,353.9,0,-0.92,0.4,0,0.08,-0.7,2868.23,215181.8,-0.86,0.2,151,0.17,153417.2,77635.03,2/11/2013 23:12
0,78142.66,0.01,-0.87,39.46,16.47,5.41,-0.8,0,-0.01,-54.77,3.1,0,4096.41,353.9,0,-1.03,0.4,0,0.08,-0.7,2868.23,215182,-0.85,0,151,0.21,77635.04,153418,2/11/2013 23:17
0,78142.68,0,-0.97,43.32,15.58,5.34,-0.79,0,0.01,-120.47,3.42,0,4096.41,353.9,0,-1.07,0.4,0,0.07,-0.7,2868.23,0,215182,-0.84,151,0.18,77635.06,153418,2/11/2013 23:22
78142.69,0,-1.1,0,-0.78,0,41.76,16.03,5.39,-0.01,-204.53,2.54,0,4096.41,353.9,0,-1.19,0.4,0,0.08,-0.7,2868.24,0,215182,-0.83,151,0.18,153418,77635.07,2/11/2013 23:27
78142.71,0,-1.16,0,-0.77,0,38.08,5.54,15.48,0.01,-205.8,2.67,0,4096.41,0,-1.27,0.4,353.9,0.07,0,-0.7,2868.24,0,215182,-0.83,151,0.18,153418,77635.09,2/11/2013 23:32
78142.73,0.02,-1.26,0,-0.76,42.68,0,5.41,15.97,0.02,-294.3,2.58,0,4096.42,0,-1.38,0.4,353.9,0.08,0,-0.7,2868.23,0,215182,-0.81,151,0.18,153418,77635.11,2/11/2013 23:37
78142.74,0.01,-1.32,0,5.34,40.65,-0.76,0,16.29,0.02,-107.4,3.07,0,4096.41,0,-1.44,0.4,353.9,0.08,0,-0.7,2868.23,0.2,215182.2,-0.81,0.2,151,153418,77635.12,2/11/2013 23:42
-1.21,78142.76,0.01,0,5.46,50.86,-0.74,0,15.47,-0.01,-255.1,2.89,0,4096.41,0,-1.36,0.4,353.9,0.08,0,-0.7,2868.23,0,215183,-0.79,0.17,151,153418,77635.14,2/11/2013 23:47
-1.25,78142.77,0.01,0,5.42,-0.73,0,39.18,15.65,0,0,-179.03,1.98,4096.41,0,-1.36,0.4,353.9,0.09,0,-0.7,2868.24,0,215183,-0.78,0.2,151,153418,77635.15,2/11/2013 23:52
-1.23,78142.79,0,0,5.46,-0.72,0,41.2,16.18,0,-0.01,-300.47,1.79,4096.42,0,-1.33,0.4,353.9,0.07,-0.7,0,2868.24,0,215183,-0.77,0.22,151,153418,77635.17,2/11/2013 23:57
-1.05,78142.81,0.05,0,4.93,-0.7,0,40.47,15.4,0,0.02,-117.6,3.2,4096.43,0,-1.22,0.4,353.9,0.07,-0.7,0,2868.24,0,215183,-0.75,0.26,72.71,153418,77635.19,2/12/2013 0:02
-0.9,78142.83,0,0,5.38,-0.69,0,41.3,15.23,0,-0.01,-253.46,2.93,4096.43,0,-1.06,0.4,353.9,0.08,-0.7,0,2868.24,0,215183,-0.74,0.26,14,153418,77635.21,2/12/2013 0:07
78142.85,0.01,-0.95,0,5.3,-0.68,0,38.26,15.7,2.93,0,0.01,-252.49,4096.43,0,-1.05,0.4,353.9,0.07,-0.7,0,2868.24,0,215183,-0.73,0.22,14,153418,77635.23,2/12/2013 0:12
78142.87,0,-0.93,0,5.27,-0.67,0,39.46,15.25,2.98,0,0,-240.68,4096.42,0,-1.07,0.4,353.9,0.07,-0.7,0,2868.24,0,215183,-0.72,0.24,14,153418,77635.25,2/12/2013 0:17
78142.89,0.01,-1.02,0,5.29,-0.66,0,44.79,15.86,2.87,0,0.01,-253.14,4096.42,0,-1.17,0.4,353.9,0.08,-0.7,0,2868.24,0,215183,-0.71,0.19,14,153418,77635.27,2/12/2013 0:22
0.01,-1.03,0,78142.91,-0.65,0,44.24,15.27,5.28,0,-200.63,2.47,0,4096.42,-1.15,0,0.4,353.9,0.08,-0.7,0,2868.24,215183,-0.7,0,0.21,14,153418,77635.29,2/12/2013 0:27
0,-1.04,0,78142.92,-0.65,0,44.24,15.91,5.24,0,-234.05,2.67,0,4096.42,-1.18,0.4,0,353.9,0.08,-0.7,0,2868.24,215183.6,-0.7,0.2,0.19,14,153418,77635.3,2/12/2013 0:32
0,-0.97,0,78142.94,-0.65,0,41.94,15.27,5.23,-103.54,0.01,2.64,0,4096.42,-1.19,0.4,0,353.9,0.08,-0.7,0,2868.24,215184,-0.7,0,0.16,14,153418,77635.32,2/12/2013 0:37
0,-0.93,0,78142.95,-0.64,0,43.14,5.35,15.75,-57.11,0.01,2.59,0,4096.42,-1.06,0.4,0,353.9,0.08,0,-0.7,2868.24,215184,-0.69,0,0.18,14,153418,77635.33,2/12/2013 0:42
0.01,-0.87,0,78142.97,-0.64,0,45.34,5.38,15.2,-240.12,0,2.2,0,4096.42,-1.06,0.4,0,353.9,0.08,0,-0.7,2868.24,215184,-0.69,0,0.2,14,153418,77635.35,2/12/2013 0:47
0.02,-0.91,0,78142.99,-0.64,0,39.73,5.24,16.48,-60.91,0.01,2.77,0,4096.42,-1.18,0.4,0,353.9,0.08,0,-0.7,2868.24,215184,-0.69,0,14,0.18,153418,77635.37,2/12/2013 0:52
-0.01,-0.76,0,78143,45.07,-0.64,0,5.23,15.58,-64.78,0,2.9,0,4096.42,-1.07,0.4,0,353.9,0.08,0,-0.7,2868.24,215184,-0.69,0,14,0.24,153418,77635.38,2/12/2013 0:57
0.01,-0.7,0,78143.02,41.94,-0.64,0,5.27,15.66,-202.59,0.01,2.33,0,4096.42,-0.98,0.4,0,353.9,0.08,0,-0.7,2868.24,0,215184,-0.68,14,0.2,153418,77635.4,2/12/2013 1:02
0.01,-0.51,0,78143.04,-0.64,41.94,0,5.19,15.95,0.01,-155.9,2.76,0,4096.41,-0.77,0.4,0,353.9,0.08,0,-0.7,2868.24,0.2,215185,-0.68,14,0.19,153418,77635.42,2/12/2013 1:07
-0.01,-0.01,0,78143.06,-0.64,0,44.42,5.21,16.05,-0.01,-288.03,1.87,0,4096.41,-0.34,0.4,0,353.9,0.09,0,-0.7,2868.24,0,215185,-0.69,14,0.24,153418,77635.44,2/12/2013 1:12
0.01,-0.29,0,78143.08,-0.65,0,38.63,5.39,15.73,-0.02,-153.56,1.01,0,4096.41,-0.46,0.4,0,353.9,0.09,0,-0.7,2868.24,0,215185,-0.69,14,0.28,153418,77635.46,2/12/2013 1:17
0.01,-0.49,0,78143.1,-0.66,0,40.65,5.25,15.61,0,-209.21,1.57,0,4096.42,-0.69,0.4,0,353.9,0.08,0,-0.7,2868.24,0,215185,-0.7,0.24,14,153418,77635.48,2/12/2013 1:22
78143.12,0,-0.44,0,5.33,-0.65,0,38.81,15.81,0.03,0.83,0,-184.02,4096.42,0.4,0,-0.66,353.9,0.08,-0.7,0,2868.24,0,215185,-0.7,0.24,14,77635.5,153418,2/12/2013 1:27
78143.14,0.01,-0.25,0,5.37,-0.65,0,45.89,15.95,0,1.24,-206.23,0,4096.42,0.4,0,353.9,-0.46,0.08,-0.7,0,2868.24,0,215185,-0.69,0.22,14,77635.52,153418,2/12/2013 1:32
78143.15,0,-0.22,0,5.01,-0.65,0,45.89,15.63,-0.01,0.67,-257.31,0,4096.42,0.4,0,353.9,-0.35,0.08,-0.7,0,2868.23,-0.69,215185,0,0.21,14,77635.53,153418,2/12/2013 1:37
78143.17,0.01,-0.34,0,5.12,-0.64,0,44.7,16.05,0,0.82,-243.15,0,4096.42,0.4,0,353.9,-0.61,0.06,-0.7,0,2868.23,-0.7,215185,0,0.22,14,77635.55,153418,2/12/2013 1:42
78143.19,0,-0.59,0,5.06,-0.64,0,43.32,16.51,0,-57.84,1.49,0,4096.42,0,0.4,353.9,-0.77,0.08,-0.7,0,2868.23,-0.69,215185,0,0.18,14,77635.57,153418,2/12/2013 1:47
78143.2,0,-0.71,0,5.03,-0.64,16,0,42.86,-0.02,-12.73,1.33,0,4096.42,0,0.4,353.9,-0.8,0.08,-0.7,0,2868.24,-0.68,215185.8,0.2,0.15,14,77635.58,153418,2/12/2013 1:52
78143.22,0.01,-0.71,0,5.15,-0.63,15.86,0,43.5,0,-74.48,0.85,0,4096.41,0,0.4,353.9,-0.78,0.08,-0.7,0,2868.24,-0.68,215186,0,0.15,14,77635.6,153418,2/12/2013 1:57
78143.23,0.02,-0.71,0,5,-0.64,16.28,0,41.94,0.01,-256.21,0.91,0,4096.42,0,0.4,-0.78,353.9,0.09,-0.7,0,2868.23,-0.68,0,215186,0.14,14,77635.61,153418,2/12/2013 2:02
78143.24,0.03,-0.69,0,5.03,-0.63,16.12,0,41.66,0,-183.78,1.23,0,4096.41,0.4,0,-0.76,353.9,0.09,-0.7,0,2868.24,0,215186,-0.68,0.09,14,77635.62,153418,2/12/2013 2:07
78143.25,-0.01,-0.7,0,5.12,-0.64,44.97,16.42,0,-0.01,-255.53,1.74,0,4096.41,0.4,0,-0.76,353.9,0,0.08,-0.7,2868.24,0,215186,-0.68,0.16,138.29,77635.63,153418,2/12/2013 2:12
78143.26,0,-0.69,0,5.09,-0.63,41.85,15.82,0,-0.01,-252.97,1.66,0,4096.41,0.4,0,-0.75,353.9,0.03,0.08,-0.7,2868.23,0,215186,-0.68,264.33,0.17,77635.64,153418,2/12/2013 2:17
78143.28,-0.01,-0.68,0,5.1,-0.63,37.98,15.87,0,-0.01,-330.72,0.25,0,4096.42,0.4,0,-0.75,353.9,0,0.08,-0.7,2868.23,0.2,215186.4,-0.68,185,0.21,77635.66,153418,2/12/2013 2:22
78143.3,0.01,-0.67,0,5.14,-0.63,0,42.1,15.4,0,-200.09,0.56,2,4096.42,0.4,0,-0.75,353.9,0.07,-0.7,0,2868.23,0,215187,-0.69,185,0.23,77635.68,153419,2/12/2013 2:27
-0.67,0,78143.31,0,0,38.26,15.58,5.12,-0.63,0,-338.27,0.03,0,4096.41,-0.73,0.4,0,353.9,0.07,-0.7,0,2868.24,-0.69,215187,0,0.19,185,153419,77635.69,2/12/2013 2:32
-0.5,0,78143.33,0,0,40.65,15.55,5.17,-0.63,0.01,-303.07,0.12,0,4096.41,-0.66,0.4,0,353.9,0.07,-0.7,0,2868.23,-0.68,215187,0,0.21,185,153419,77635.71,2/12/2013 2:37
-0.25,0,78143.35,0,0,45.62,15.71,5.19,-0.63,-297.27,-0.01,0,0,4096.42,-0.52,0.4,0,353.9,0.08,-0.7,0,2868.23,-0.67,215187,0,0.21,159.57,153419,77635.73,2/12/2013 2:42
-0.17,0,78143.37,0.01,0,41.76,15.52,5.16,-0.61,-321.03,0,0.26,0,4096.42,-0.42,0.4,0,353.92,0.07,-0.7,0,2868.24,-0.65,215187,0,0.21,127.33,153419,77635.74,2/12/2013 2:47
-0.03,0,78143.38,0,15.58,0,39.36,5.15,-0.6,-323.75,0,0.08,0,4096.42,-0.24,0.4,0,354,0.08,-0.7,0,2868.23,-0.65,215187,0,0.2,61.29,153419,77635.76,2/12/2013 2:52
-0.01,0,78143.4,0,16,0,43.87,5.16,-0.59,-20.13,-0.01,0.67,0,4096.42,-0.2,0.4,0,354,0.08,-0.7,0.01,2868.23,-0.64,215187.8,0.2,0.23,148.33,153419,77635.78,2/12/2013 2:57
0.19,0,78143.41,0,15.42,0,44.15,5.13,-0.59,-55.12,-0.01,0.47,0,4096.41,-0.02,0.4,0,354,0.08,-0.7,0,2868.24,-0.64,215188,0,0.19,130.29,153419,77635.79,2/12/2013 3:02
0.21,0,78143.43,0,0,43.6,15.85,5.18,-0.59,-32.31,0,0.81,0,4096.41,-0.04,0.4,0,354,0.09,-0.7,0,2868.23,-0.63,215188,0,0.2,29,153419,77635.81,2/12/2013 3:07
0.08,0,78143.45,0,42.4,0,16.41,5.1,-0.59,-19.14,0.01,1.26,0,4096.42,-0.12,0.4,0,354,0.09,-0.7,0,2868.24,-0.63,215188,0,0.14,195.17,153419,77635.83,2/12/2013 3:12
-0.41,0,0.01,78143.46,42.68,0,15.63,5.03,-0.58,-13.72,0,0.95,0,4096.41,-0.64,0.4,0,353.94,0.08,-0.7,0,2868.24,-0.63,215188,0,194,0.17,153419,77635.84,2/12/2013 3:17
-0.75,0,78143.48,0.03,41.11,0,15.77,5.05,-0.58,-54.93,0.02,0.9,0,4096.41,-0.89,0,0.4,353.9,0.07,-0.7,0,2868.23,-0.62,215188,0,194,0.17,153419,77635.86,2/12/2013 3:22
-0.67,0,78143.49,0,0,47.37,15.87,5.06,-0.58,-156.37,0,1.26,0,4096.41,-1.1,0.4,0,353.88,0.07,-0.7,0,2868.23,-0.62,0,215188,194,0.18,153419,77635.87,2/12/2013 3:27
78143.51,0,0.01,-0.8,5.1,-0.58,0,42.31,15.93,0.02,-131.2,0.75,0,4096.41,0,0.4,353.84,-1.02,0.08,-0.7,0,2868.24,0,215188,-0.62,0.2,194,77635.88,153419,2/12/2013 3:32
78143.53,0,0.03,-1.01,4.79,-0.58,0,43.96,16.3,-0.03,-13.53,1.21,0,4096.42,0,0.4,353.8,-1.16,0.08,-0.7,0.03,2868.24,0,215188,-0.62,0.2,193.86,77635.91,153419,2/12/2013 3:37
78143.54,0,0.06,-1.08,4.45,-0.58,0,40.84,16.27,0.02,-29.77,1.44,0,4096.42,0,0.4,353.8,-1.35,0.08,-0.7,0,2868.24,0.2,215188.4,-0.62,0.15,191,77635.92,153419,2/12/2013 3:42
78143.55,0,-0.01,-0.75,3.96,16.31,-0.57,0,37.8,0.05,-42,0,1.35,4096.42,0,0.4,353.8,-1.22,0.08,-0.7,0,2868.24,0,215189,-0.62,0.18,191,77635.93,153419,2/12/2013 3:47
78143.57,0,0.05,-0.74,4.53,16.37,-0.57,0,38.63,0.02,-39.24,0,1.49,4096.42,0,0.4,353.8,-0.87,0.08,-0.7,0,2868.23,0,-0.62,215189,0.24,194.86,77635.95,153419,2/12/2013 3:52
78143.59,-0.01,-0.81,0,4.79,15.93,-0.57,0,39,0.01,-27.88,0,1.68,4096.41,0.4,0,353.83,-0.96,0.02,0.07,-0.7,2868.23,0,-0.62,215189,0.2,194.67,77635.97,153419,2/12/2013 3:57
78143.6,0.01,-1.06,0,4.79,15.86,-0.58,0,42.95,0,-43.33,0,1.51,4096.42,0.4,0,353.9,-1.38,0.01,0.08,-0.7,2868.24,0,-0.63,215189,188.86,0.2,77635.98,153419,2/12/2013 4:02
78143.62,0,-1.3,0,4.72,39.55,16.05,-0.58,0,0.05,-48.33,0,1.61,4096.42,0.4,0,353.9,-1.48,0,0.08,-0.7,2868.24,0,-0.63,215189,182,0.08,77635.99,153419,2/12/2013 4:07
78143.62,0.1,-0.78,0,3.52,40.01,15.94,-0.57,0,-0.01,-50.38,0,1.5,4096.41,0.4,0,353.9,-1.14,0,0.08,-0.7,2868.23,0,-0.61,215189,182,-0.02,77636,153419,2/12/2013 4:12
78143.62,0.08,-0.75,0,3.11,41.3,15.73,-0.56,0,-48.94,0,0.13,1.67,4096.42,0.4,0,354,-1.15,0,0.08,-0.7,2868.23,0.2,-0.62,215189.6,182,-0.06,77636,153419,2/12/2013 4:17
78143.62,0.1,-1.11,0,4.39,41.57,15.64,-0.56,0,-48.16,0,0.08,1.81,4096.42,0.4,0,-1.38,354,0,0.08,-0.7,2868.23,0,-0.61,215190,171.33,0.08,77636,153419,2/12/2013 4:22
78143.63,-0.01,-1.29,0,3.57,-0.56,0,42.41,16.63,-42.43,0,0.01,1.63,4096.41,0.4,0,-1.47,354,0,0.08,-0.7,2868.24,-0.61,0,215190,187,0.23,77636.01,153419,2/12/2013 4:27
-0.11,-1.34,0,78143.65,-0.56,0,3.82,42.12,15.22,0.01,-26.24,2.1,0,4096.42,-1.52,0.4,354,0,0.08,-0.7,0,2868.24,-0.61,0,215190,0.14,187,77636.03,153419,2/12/2013 4:32
-0.05,-1.06,0,78143.66,-0.56,0,3.5,41.39,16.15,-0.17,-27.91,2.04,0,4096.41,-1.3,354,0.4,0,0.08,-0.7,0,2868.24,-0.6,0,215190,0.13,187,77636.04,153419,2/12/2013 4:37
0.03,-1.06,0,78143.68,0,-0.55,4.53,42.4,15.96,0.01,-28.38,1.68,0,4096.41,-1.18,354,0.4,0,0.07,-0.7,0.02,2868.24,-0.6,0,215190,0.2,97.86,77636.06,153419,2/12/2013 4:42
-0.06,-1.23,0,78143.7,0,-0.55,3.61,43.23,15.59,0.08,-27.26,2.04,0,4096.41,-1.38,0.4,0,353.91,0.08,-0.7,0,2868.24,-0.6,0,215190,0.22,83,77636.07,153419,2/12/2013 4:47
0.01,-1.42,0,78143.71,0,-0.55,4.43,43.87,15.72,0.03,-29.68,2,0,4096.42,-1.64,0.4,0,353.9,0.08,-0.7,0.02,2868.23,215191,-0.6,0.2,0.2,227.83,77636.09,153419,2/12/2013 4:52
0.03,-0.97,0,78143.73,0,-0.54,4.74,42.68,16.47,-27.8,0,2.37,0,4096.42,-1.16,0,0.4,353.9,0.08,-0.7,0.01,2868.23,215191,-0.58,0,0.22,217.43,77636.11,153419,2/12/2013 4:57
0,-0.92,0,78143.75,0,-0.52,14.87,4.82,40.28,-30.86,0,2.06,0,4096.42,-1.07,0,0.4,353.9,0.07,-0.7,0.01,2868.23,215191,-0.57,0,0.2,176.5,77636.13,153419,2/12/2013 5:02
0.01,-1.2,0,78143.77,0,-0.5,15.45,4.79,46.54,-36.33,0,1.37,0,4096.42,-1.33,0,0.4,353.9,0.07,-0.7,0,2868.24,215191,-0.55,0,0.22,250.14,77636.15,153419,2/12/2013 5:07
0.01,-1.32,0,78143.79,0,-0.48,16.24,4.7,40.28,-34.14,0,1.31,0,4096.41,-1.47,0,0.4,353.9,0.08,-0.7,0,2868.24,215191,-0.53,0,0.25,305,77636.17,153419,2/12/2013 5:12
0.01,-1.49,0,78143.81,0,-0.46,4.63,41.57,16.05,0.01,-36.9,1.19,0,4096.42,-1.6,0.4,0,353.9,0.08,-0.7,0,2868.24,215191,-0.52,0,0.2,305,77636.19,153419,2/12/2013 5:17
0.03,-1.6,0,78143.82,0,-0.45,41.66,4.6,15.87,0.02,-51.42,1.05,0,4096.42,-1.69,0.4,0,353.9,0,0.07,-0.7,2868.24,215191,-0.5,0,0.2,305,77636.2,153419,2/12/2013 5:22
0.01,-1.62,0,78143.84,0,-0.43,43.6,4.73,16.21,0,-71.8,0.86,0,4096.42,-1.72,0.4,0,353.9,0,0.08,-0.7,2868.24,215191,-0.49,0,0.17,290.86,77636.22,153419,2/12/2013 5:27
78143.85,0,-1.57,0,4.65,-0.42,0,39.55,15.87,-0.02,-84.26,0.53,2,4096.42,0.4,0,-1.65,353.9,-0.7,0.06,0.04,2868.24,0,215191,-0.47,0.2,194.67,77636.23,153419.6,2/12/2013 5:32
78143.87,0.01,-1.52,0,4.58,-0.4,0,45.99,16.07,0.73,0,-72.97,0,4096.41,0.4,0,-1.63,353.9,-0.7,0.08,0,2868.24,0.2,215191.6,-0.46,0.19,242.57,77636.25,153420,2/12/2013 5:37
78143.89,0.02,-1.63,0,4.64,-0.4,0,43.23,15.51,0.63,0.01,-66.54,0,4096.41,0.4,0,-1.77,353.9,-0.7,0.08,0.01,2868.24,0,215192,-0.44,0.18,196.43,77636.27,153420,2/12/2013 5:42
78143.9,0.02,-1.7,0,4.57,-0.39,0,39.36,15.78,0.78,-0.01,-54.78,0,4096.42,0.4,0,-1.78,353.9,0.08,-0.7,0.05,2868.24,0,215192,-0.44,0.23,196.5,77636.28,153420,2/12/2013 5:47
78143.92,0.01,-1.7,0,0,4.68,-0.39,39.64,15.85,0.53,-0.01,-79.53,0,4096.41,0.4,0,-1.78,353.9,0.08,-0.7,0,2868.24,0,215192,-0.44,0.23,192,77636.3,153420,2/12/2013 5:52
78143.94,0,-1.7,0,0,4.56,-0.39,44.97,15.86,0,-63.39,0.6,0,4096.41,0.4,0,-1.79,353.9,0.08,-0.7,0,2868.24,0,215192,-0.45,0.23,190,77636.32,153420,2/12/2013 5:57
-0.01,78143.96,-1.7,0,0,4.54,-0.39,45.34,15.46,0.02,-60.88,0.38,0,4096.41,0.4,0,-1.78,353.9,0.06,-0.7,0,2868.24,0,215192,-0.44,0.21,190,77636.34,153420,2/12/2013 6:02
78143.98,0.02,-1.64,0,0,4.61,-0.37,43.04,15.84,-0.01,-71.81,0.63,0,4096.41,0.4,353.9,0,-1.81,0.08,-0.7,0,2868.24,0.2,215192.2,-0.44,0.17,190,77636.36,153420,2/12/2013 6:07
78143.99,0,-1.72,0,0,4.57,-0.37,44.24,15.83,0,-73.16,0.6,0,4096.42,0.4,353.9,0,-1.92,0.09,-0.7,0,2868.24,0,215193,-0.43,0.25,230.33,77636.37,153420,2/12/2013 6:12
0,78144.02,0.01,-1.8,0,4.53,-0.37,40.16,15.61,0,-89.07,0.95,0,4096.42,353.9,0.4,0,-1.95,0.08,-0.7,0,2868.24,0,215193,-0.42,0.3,311,77636.4,153420,2/12/2013 6:17
0,78144.04,0.01,-1.36,4.56,-0.36,0,40.56,16.13,0.01,-98.67,0.96,0,4096.42,353.9,0.4,0,-1.66,0.08,-0.7,0.01,2868.24,0,215193,-0.41,0.21,220.29,77636.42,153420,2/12/2013 6:22
0,78144.06,0,-0.8,16,36.51,4.58,-0.35,0,0,-68.09,0.71,0,4096.42,-0.96,0.4,0,353.98,0,0.07,-0.7,2868.24,0,215193,-0.39,0.23,181.33,77636.43,153420,2/12/2013 6:27
0,78144.08,0.01,-1.13,16.04,41.3,4.56,-0.34,0,0,-96.28,0.68,0,4096.42,-1.42,0.4,0,354,0.09,-0.7,0,2868.24,0,215193,-0.39,0.24,177.14,153420,77636.46,2/12/2013 6:32
0,78144.1,0.01,-1.24,42.77,15.12,4.6,-0.33,0,-0.01,-107.53,1.16,0,4096.42,-1.4,0.4,0,354,0.08,-0.7,0.03,2868.24,0,215193,-0.38,228.43,0.2,153420,77636.48,2/12/2013 6:37
0,78144.11,0.01,-1.27,39.46,15.76,4.6,-0.33,0,0.01,-114.27,1.66,0,4096.42,-1.37,0.4,0,354,0.07,-0.7,0,2868.24,0,215193,-0.38,265,0.14,153420,77636.49,2/12/2013 6:42
0,78144.12,-0.01,-1.03,39.18,15.77,4.57,-0.32,0,-0.01,-109.15,2,0,4096.42,-1.18,0.4,0,354,0.07,-0.7,0,2868.24,0,215193,-0.37,265,0.21,153420,77636.5,2/12/2013 6:47
0,78144.14,0.01,-0.79,39.46,16.05,-0.3,4.58,0,0.02,-129.79,1.09,0,4096.42,-1.05,0.4,0,354,0.07,-0.7,0,2868.23,0,215193,-0.36,265,0.17,153420,77636.52,2/12/2013 6:52
0,78144.15,0.02,-0.7,42.4,15.41,-0.29,4.42,0,-0.01,-124.63,1.38,0,4096.41,-0.9,0.4,0,354,0.07,-0.7,0,2868.23,0,215193,-0.35,0.19,265,153420,77636.53,2/12/2013 6:57
0,78144.17,0.01,-0.92,42.86,15.99,-0.29,4.55,0,-0.01,-123.13,1.1,0,4096.42,-1.07,0.4,0,354,0.07,-0.7,0,2868.24,0,215193,-0.35,0.21,265,153420,77636.55,2/12/2013 7:02
0,78144.19,-0.01,-1.07,40.65,16.47,4.49,-0.26,0,0,-117.39,1.3,0,4096.41,-1.23,0.4,0,353.98,-0.7,0.08,0,2868.24,0,215193,-0.33,0.16,265,153420,77636.56,2/12/2013 7:07
